Field_Id,Area,Subregion_3.0,Subregion_1.0,Subregion_4.0,Subregion_2.0,Subregion_5.0,Subregion_6.0,Subregion_0.0,Subregion_7.0,lat,lon,Area_0,Area_1,Area_2,Area_3,Area_4,distance_0,distance_1,distance_2,distance_3,distance_4,Cotton,Dates,Grass,Lucern,Maize,Pecan,Vacant,Vineyard,"Vineyard & Pecan (""Intercrop"")"
2137,3.30082,1,0,0,0,0,0,0,0,21.880369731485928,-28.79650997462742,2.07662,3.01985,0.920493,0.906824,2.95679,112.58433783661458,193.15742989392695,193.38536910537098,247.86948180339485,253.2549746459933,0,0,0,2,0,0,0,3,0
2138,2.07662,1,0,0,0,0,0,0,0,21.879966286637007,-28.797458735864748,0.920493,3.30082,0.906824,2.95679,3.01985,92.4374422417954,112.58433783661458,135.8700240319249,158.92815379552965,219.57775089287614,0,0,0,3,0,0,0,2,0
2140,0.920493,1,0,0,0,0,0,0,0,21.880268100407044,-28.798246849155777,2.07662,0.906824,2.95679,3.30082,7.85267,92.4374422417954,99.18935157195683,172.2473249824664,193.38536910537098,236.37310699884756,0,0,0,2,0,0,0,2,1
2141,0.906824,1,0,0,0,0,0,0,0,21.87930444103188,-28.798534222294222,2.95679,0.920493,2.07662,2.2592,2.81233,91.39089343837303,99.18935157195683,135.8700240319249,175.47302309902858,220.37163671596136,0,0,0,1,0,0,0,3,1
2142,2.2592,1,0,0,0,0,0,0,0,21.87756860459671,-28.79811422312346,2.95679,0.906824,0.224917,1.35413,0.586776,91.59327831310598,175.47302309902858,185.33838219743674,226.80147992080148,239.34280669740085,0,0,0,3,0,1,0,1,0
2143,2.95679,1,0,0,0,0,0,0,0,21.878508427263952,-28.79809957143819,0.906824,2.2592,2.07662,0.920493,0.224917,91.39089343837303,91.59327831310598,158.92815379552965,172.2473249824664,202.79555183763298,0,0,0,1,0,0,0,4,0
2144,2.81233,1,0,0,0,0,0,0,0,21.878544466560445,-28.800400825328307,1.35413,7.85267,0.906824,5.19171,2.95679,97.69570985751533,178.9081319300496,220.37163671596136,245.43517763801836,255.91186190103812,0,0,0,2,0,1,0,1,1
2145,7.85267,1,0,0,0,0,0,0,0,21.880380212533012,-28.80037033199795,2.81233,0.906824,0.920493,5.19836,1.35413,178.9081319300496,229.50380026336722,236.37310699884756,242.58961417110598,273.69355754083944,0,0,0,0,0,1,0,3,1
2146,5.19171,1,0,0,0,0,0,0,0,21.878772395347063,-28.802599021459013,5.19836,4.14112,2.81233,3.86714,7.85267,188.0690776410782,225.5615131728055,245.43517763801836,254.86043369475559,293.18614633850444,0,0,0,1,0,0,0,2,2
2147,5.19836,1,0,0,0,0,0,0,0,21.8807010914962,-28.802533796696242,5.19171,3.86714,7.85267,2.6761,2.81233,188.0690776410782,238.9909532937861,242.58961417110598,248.40825288394007,316.87735791232365,0,0,0,1,0,0,0,2,2
2148,4.14112,1,0,0,0,0,0,0,0,21.878443998335225,-28.804607029834244,3.86714,2.54073,5.19171,1.33215,2.6761,155.55492589265023,167.76181945632902,225.5615131728055,258.9993265348456,280.4418429523734,0,0,0,2,0,0,1,2,0
2149,3.86714,1,0,0,0,0,0,0,0,21.880040467846054,-28.80460366779547,2.6761,4.14112,5.19836,2.54073,4.74617,125.16102048379487,155.55492589265023,238.9909532937861,241.1085576516803,244.96412315201692,0,0,0,3,0,0,0,2,0
2151,2.54073,1,0,0,0,0,0,0,0,21.87825702777756,-28.80610682625017,1.33215,4.14112,3.86714,4.74617,2.6761,91.65047962123673,167.76181945632902,241.1085576516803,272.7931716394121,336.92652276316846,0,0,0,2,0,0,1,2,0
2152,1.33215,1,0,0,0,0,0,0,0,21.87826573982112,-28.806931023348792,2.54073,4.14112,4.74617,3.86714,2.6761,91.65047962123673,258.9993265348456,267.23896855167925,311.24613815060945,387.38378295449104,0,0,0,3,0,0,0,2,0
2155,2.6761,1,0,0,0,0,0,0,0,21.881320204608464,-28.804700911313155,3.86714,4.74617,5.19836,4.14112,2.54073,125.16102048379487,218.45245368436557,248.40825288394007,280.4418429523734,336.92652276316846,0,0,0,3,0,0,0,2,0
2156,1.25802,1,0,0,0,0,0,0,0,22.161955386719427,-28.960867561558004,1.25206,6.88887,0.37919,3.49996,2.48362,136.82192263743192,147.95887763284804,214.2464207771899,361.85419172023785,369.02337032741013,2,0,0,1,0,0,0,2,0
2157,6.88887,1,0,0,0,0,0,0,0,22.162639421348747,-28.95967913248631,1.25802,1.25206,0.37919,2.48362,2.67713,147.95887763284804,156.9134016671739,202.15182712659532,278.5479783488061,292.05739291071137,3,0,0,0,1,0,0,1,0
2158,1.25206,1,0,0,0,0,0,0,0,22.161051279698132,-28.959925069995844,0.37919,1.25802,6.88887,3.49996,0.353132,77.62625426946721,136.82192263743192,156.9134016671739,226.44335356270756,240.4518633245575,2,0,0,1,1,0,0,1,0
2159,0.37919,1,0,0,0,0,0,0,0,22.160595525456266,-28.95935205860556,1.25206,3.49996,0.353132,2.48362,6.88887,77.62625426946721,149.31255136428774,173.76310783149015,189.279724877911,202.15182712659532,1,0,0,1,1,0,0,2,0
2160,3.49996,1,0,0,0,0,0,0,0,22.159902344484255,-28.958154036931163,2.48362,0.353132,0.177114,0.37919,2.99653,112.74093262383627,125.16404482219393,143.51921971704297,149.31255136428774,199.36464561983817,1,0,0,1,2,0,0,1,0
2161,2.48362,1,0,0,0,0,0,0,0,22.160923097350228,-28.9576741282599,2.67713,3.49996,0.37919,1.94594,2.99653,91.67048918871554,112.74093262383627,189.279724877911,210.8934385527862,230.1930215511664,1,0,0,1,2,0,0,1,0
2162,2.67713,1,0,0,0,0,0,0,0,22.161684847056062,-28.95718893440699,2.48362,3.49996,1.94594,0.37919,2.99653,91.67048918871554,203.9428522216345,215.6360993400924,262.8427014988392,278.0972012817592,1,0,0,1,1,0,0,2,0
2163,1.94594,1,0,0,0,0,0,0,0,22.159954091006462,-28.95597758639979,2.99653,0.916049,1.30416,2.48362,2.67713,121.88287372251656,149.33581886118424,190.4326118050554,210.8934385527862,215.6360993400924,0,0,0,2,2,0,0,1,0
2164,2.99653,1,0,0,0,0,0,0,0,22.158911164027515,-28.956584817373557,1.94594,1.30416,3.49996,0.916049,0.177114,121.88287372251656,172.25815576014685,199.36464561983817,201.39538399818758,204.05553364242186,0,0,0,1,3,0,0,1,0
2165,0.916049,1,0,0,0,0,0,0,0,22.159226990056364,-28.95479483137641,1.30416,1.94594,2.99653,1.44488,2.67713,103.9281817088758,149.33581886118424,201.39538399818758,201.66635000730486,357.8478357822333,0,0,0,2,3,0,0,0,0
2167,1.30416,1,0,0,0,0,0,0,0,22.15823962002556,-28.955151425739693,0.916049,2.99653,1.94594,1.44488,0.177114,103.9281817088758,172.25815576014685,190.4326118050554,211.97206819027488,359.0026839903546,0,0,0,1,4,0,0,0,0
2168,0.353132,1,0,0,0,0,0,0,0,22.158900363626845,-28.958860031044257,0.177114,3.49996,0.37919,2.48362,1.25206,69.56892059175483,125.16404482219393,173.76310783149015,236.8918380650194,240.4518633245575,2,0,0,0,1,0,0,2,0
2169,0.177114,1,0,0,0,0,0,0,0,22.158448953983978,-28.958374814576374,0.353132,3.49996,2.99653,0.37919,2.48362,69.56892059175483,143.51921971704297,204.05553364242186,235.42273329033347,253.01122533721323,1,0,0,1,1,0,0,2,0
2171,1.44488,1,0,0,0,0,0,0,0,22.15814703742576,-28.95324683712494,0.916049,1.19272,1.30416,0.344734,1.94594,201.66635000730486,206.77890790505654,211.97206819027488,287.9337818866725,350.8744654650468,0,0,0,1,2,0,1,0,1
2174,3.12746,1,0,0,0,0,0,0,0,22.154604755867933,-28.950320339569757,2.24256,3.07671,0.344734,1.19272,2.0341,70.7925202921053,147.62603672547615,199.99564324537155,274.90839631609373,289.1697697247099,0,0,0,0,0,0,1,1,3
2175,2.24256,1,0,0,0,0,0,0,0,22.155200202949626,-28.949954494130377,3.12746,3.07671,0.344734,1.19272,2.0341,70.7925202921053,76.94814829027817,177.98332840031384,258.8294730141512,286.6180919720098,0,0,0,0,0,0,1,1,3
2176,3.07671,1,0,0,0,0,0,0,0,22.155881210036956,-28.949602685700555,2.24256,3.12746,0.344734,1.19272,3.35724,76.94814829027817,147.62603672547615,178.5352365519561,256.7527020434652,281.365481363645,0,0,0,0,0,0,1,0,4
2177,3.35724,1,0,0,0,0,0,0,0,22.154618037328582,-28.94732649691529,1.93706,2.0341,0.188637,3.07671,2.24256,79.70099559576423,147.23105810359786,256.1958609655376,281.365481363645,297.6595858333829,0,0,0,0,0,0,0,1,4
2178,1.93706,1,0,0,0,0,0,0,0,22.153840112438612,-28.94755090235295,2.0341,3.35724,0.188637,2.24256,3.07671,70.90039835448793,79.70099559576423,225.39471187331364,298.2370136511309,302.48017311895313,0,0,0,0,0,0,0,1,4
2179,2.0341,1,0,0,0,0,0,0,0,22.153303536372597,-28.947982292777763,1.93706,3.35724,0.188637,2.24256,3.12746,70.90039835448793,147.23105810359786,248.49741766697508,286.6180919720098,289.1697697247099,0,0,0,0,0,0,0,0,5
2180,0.188637,1,0,0,0,0,0,0,0,22.152616078806563,-28.94582999135551,0.599379,1.93706,4.75529,2.0341,3.35724,193.80147626451216,225.39471187331364,227.57351345025532,248.49741766697508,256.1958609655376,0,0,0,0,0,0,0,2,3
2181,11.6615,0,1,0,0,0,0,0,0,22.16606190413335,-28.95531559044304,2.67713,0.939955,2.48362,6.88887,1.94594,474.07908490490195,518.9314316858886,564.5838728322223,588.4737034471631,598.8012295040846,0,0,0,1,3,0,0,1,0
2182,0.939955,0,1,0,0,0,0,0,0,22.165274235674243,-28.95069990236062,11.6615,0.916049,1.44488,1.94594,2.67713,518.9314316858886,743.9925581007885,749.0658999096379,782.5220621679152,801.620828268345,0,0,0,1,4,0,0,0,0
2183,0.54893,1,0,0,0,0,0,0,0,22.14067680358793,-28.933402945582454,1.28575,0.991085,1.90815,0.632633,1.39947,102.04166772735712,109.17257945685296,190.14867140316318,234.164027446743,234.41824320804912,1,0,1,0,0,0,0,2,1
2184,1.04183,0,0,1,0,0,0,0,0,21.79507888582878,-28.65986903235126,2.11965,4.41453,1.30508,3.45782,1.33056,84.0311465710733,117.24966670631223,167.4167493101857,168.46543477257228,194.34359254007302,1,0,0,2,0,0,0,2,0
2185,2.11965,0,0,1,0,0,0,0,0,21.79477857541703,-28.660577309736038,1.04183,1.33056,1.30508,4.41453,1.54278,84.0311465710733,111.20003700754368,144.65404467069314,195.90691764443574,200.56750578011827,1,0,0,2,0,0,0,2,0
2186,1.33056,0,0,1,0,0,0,0,0,21.794593036158187,-28.66156401445808,1.54278,2.11965,2.34397,1.30508,0.46222,90.57931951771317,111.20003700754368,130.69698027318717,164.54617900120982,167.9313112870386,0,0,0,3,0,0,0,2,0
2187,1.54278,0,0,1,0,0,0,0,0,21.79424525090605,-28.662319291907046,0.46222,1.33056,2.34397,2.11965,0.542425,80.02719025488513,90.57931951771317,142.0879513439287,200.56750578011827,206.10866422654016,0,0,0,3,1,0,0,1,0
2188,0.46222,0,0,1,0,0,0,0,0,21.794221747957234,-28.663038698333732,1.54278,0.542425,1.33056,2.34397,1.52354,80.02719025488513,127.90254688842116,167.9313112870386,169.87079294816303,242.27037913944685,0,0,0,2,1,0,0,2,0
2190,1.52354,0,0,1,0,0,0,0,0,21.79668513341762,-28.66276487438457,2.34397,1.86241,6.29452,1.30508,2.69703,113.28931856326892,128.16156225376488,190.50382646657425,199.0906148761542,212.75834808275718,0,0,0,1,1,0,0,3,0
2191,2.34397,0,0,1,0,0,0,0,0,21.795697857523884,-28.662228630250535,1.52354,1.33056,1.30508,1.54278,1.86241,113.28931856326892,130.69698027318717,140.6075093242763,142.0879513439287,158.7660809242654,0,0,0,2,0,0,0,3,0
2192,1.30508,0,0,1,0,0,0,0,0,21.796167177748757,-28.66103305306478,1.86241,2.34397,2.11965,1.33056,3.45782,126.85018488387496,140.6075093242763,144.65404467069314,164.54617900120982,165.36731564959157,0,0,0,2,0,0,0,3,0
2193,3.45782,0,0,1,0,0,0,0,0,21.796787151503075,-28.659648941278643,3.83562,1.30508,1.04183,4.41453,2.11965,129.13350349892664,165.36731564959157,168.46543477257228,202.1281739997188,221.50476161351503,1,0,0,1,0,0,1,2,0
2194,3.83562,0,0,1,0,0,0,0,0,21.7979798137472,-28.660152361015566,3.45782,1.86241,1.30508,1.04183,6.29452,129.13350349892664,188.6153418072566,202.16241551844286,284.7956565481002,308.1605329174702,0,0,0,0,1,0,0,4,0
2195,1.86241,0,0,1,0,0,0,0,0,21.797213822840472,-28.66170977085393,1.30508,1.52354,2.34397,3.83562,6.29452,126.85018488387496,128.16156225376488,158.7660809242654,188.6153418072566,188.8662058639834,0,0,0,0,1,0,1,3,0
2196,6.29452,0,0,1,0,0,0,0,0,21.798634399747336,-28.662863540317787,2.69703,1.86241,1.52354,16.8094,2.34397,151.2615158311555,188.8662058639834,190.50382646657425,248.9733710914466,295.0855100033309,0,0,0,1,0,0,1,3,0
2197,2.69703,0,0,1,0,0,0,0,0,21.798174318076757,-28.664162585176612,6.29452,1.52354,2.98036,1.86241,2.34397,151.2615158311555,212.75834808275718,247.62616375715015,288.39166930387006,323.4612368445084,0,0,0,0,2,0,0,3,0
2198,2.98036,0,0,1,0,0,0,0,0,21.80053028302846,-28.664990783832334,2.69703,1.41863,2.51961,6.29452,16.8094,247.62616375715015,256.70936411367904,289.5356944759469,300.2783815497881,348.6588614627175,0,0,0,1,1,2,1,0,0
2200,0.542425,0,0,1,0,0,0,0,0,21.794537927225296,-28.66415499512719,0.46222,1.54278,2.34397,1.52354,1.33056,127.90254688842116,206.10866422654016,242.2613205161128,260.35191539695535,288.15407464129055,0,0,0,3,0,0,0,2,0
2201,16.8094,0,0,1,0,0,0,0,0,21.800923590933227,-28.661874269018043,6.29452,3.83562,2.98036,1.86241,2.69703,248.9733710914466,345.19338568815886,348.6588614627175,362.4231687604187,369.7277210237467,0,0,0,1,2,0,1,1,0
2203,1.61632,0,0,0,1,0,0,0,0,21.80424078089226,-28.657801206694188,4.35874,2.1301,16.8094,3.83562,3.45782,270.25051370903185,306.9753522001105,556.668677007141,664.4884948392696,755.7350203411246,0,0,0,1,0,0,2,2,0
2204,4.35874,0,0,0,1,0,0,0,0,21.80655585852366,-28.6591354069802,2.1301,1.61632,4.53357,3.89667,3.8082,85.19616565786677,270.25051370903185,543.286293786212,559.2023007957971,609.261947747807,0,0,0,1,0,0,3,1,0
2205,2.1301,0,0,0,1,0,0,0,0,21.807233626106136,-28.65865236017852,4.35874,1.61632,3.89667,4.53357,3.8082,85.19616565786677,306.9753522001105,542.0447293325664,544.3582288222053,577.7082783340155,0,0,0,2,0,0,3,0,0
2208,4.53357,0,0,0,1,0,0,0,0,21.810343215305544,-28.662716967370187,3.89667,3.8082,1.38905,4.35874,2.1301,117.8134042867774,226.7808150506384,542.9443730403287,543.286293786212,544.3582288222053,0,0,0,1,0,0,2,2,0
2209,3.89667,0,0,0,1,0,0,0,0,21.811251501212976,-28.662018827456233,3.8082,4.53357,1.38905,2.1301,0.479219,109.59020920979157,117.8134042867774,517.665814539199,542.0447293325664,545.8903627061281,0,0,0,0,0,0,2,3,0
2210,3.8082,0,0,0,1,0,0,0,0,21.81219636902248,-28.661485953394198,3.89667,4.53357,1.38905,0.479219,2.1301,109.59020920979157,226.7808150506384,501.43601296386396,512.8238719556743,577.7082783340155,0,0,0,0,0,0,2,3,0
2213,1.38905,0,0,0,1,0,0,0,0,21.815150984362614,-28.665175742524383,0.479219,2.71883,13.4584,1.92415,2.12004,84.26554592015343,226.8768509986149,269.15971902935183,368.63170833534946,455.00050008833506,0,0,0,1,2,0,0,2,0
2214,0.479219,0,0,0,1,0,0,0,0,21.815882814213428,-28.664773313187887,1.38905,2.71883,13.4584,1.92415,2.12004,84.26554592015343,218.66270174120788,336.4871653882258,375.238295387458,460.40144956267255,0,0,0,1,2,0,0,2,0
2216,1.18309,0,1,0,0,0,0,0,0,22.03337163939834,-28.87364730562763,3.7345,1.7911,5.47038,1.09163,1.03737,76.5031844322901,153.5142810305943,284.68697845806014,285.5914602286646,288.82266666618693,0,0,0,3,1,0,0,1,0
2217,3.7345,0,1,0,0,0,0,0,0,22.03366730348294,-28.873009870970865,1.18309,1.7911,1.03737,1.09163,1.13274,76.5031844322901,77.09704841489672,221.37517131574367,270.1730818267045,347.77059569820926,0,0,0,2,3,0,0,0,0
2218,1.7911,0,1,0,0,0,0,0,0,22.034013636532784,-28.872386368929583,3.7345,1.18309,1.03737,1.09163,1.13274,77.09704841489672,153.5142810305943,158.138271335949,281.0434230754945,313.70156465625774,0,0,0,1,3,0,0,1,0
2220,1.03737,0,1,0,0,0,0,0,0,22.035521200695364,-28.871857488581867,1.7911,3.7345,1.18309,6.08085,1.13274,158.138271335949,221.37517131574367,288.82266666618693,292.2667450763625,401.06732097827927,0,0,0,1,3,0,0,1,0
2221,6.08085,0,1,0,0,0,0,0,0,22.035892730652186,-28.869249284958055,4.72698,1.03737,6.44374,1.7911,1.13274,292.2518811305025,292.2667450763625,328.412976491612,393.90489041021476,419.39112842092266,0,0,1,3,1,0,0,0,0
2222,4.72698,0,1,0,0,0,0,0,0,22.03714771574427,-28.86686181663391,6.44374,6.08085,15.7143,1.09265,2.66197,193.7824315880003,292.2518811305025,440.8726550848501,515.8139998613063,533.5163652997174,0,0,1,1,1,0,0,2,0
2223,6.44374,0,1,0,0,0,0,0,0,22.035245219505978,-28.86635074192283,4.72698,6.08085,1.09265,2.66197,0.894833,193.7824315880003,328.412976491612,328.59280386826526,344.9325479712805,372.66118129388843,0,0,0,1,1,0,0,3,0
2226,1.54083,0,1,0,0,0,0,0,0,22.030909122997123,-28.8678843809115,1.09265,0.894833,1.41272,1.13274,2.66197,185.80307626477637,194.6152768811511,213.78657634341968,287.5988036393333,386.1282100448631,0,0,0,0,1,0,1,3,0
2227,1.09265,0,1,0,0,0,0,0,0,22.03187244908944,-28.866442011516035,0.894833,1.41272,1.54083,2.66197,6.44374,51.833281677539745,111.15573461398338,185.80307626477637,205.52246632171665,328.59280386826526,0,0,1,0,0,0,1,3,0
2228,1.41272,0,1,0,0,0,0,0,0,22.03087115581779,-28.865962039504122,0.894833,1.09265,2.66197,1.54083,6.44374,59.51466495229592,111.15573461398338,202.8939011302409,213.78657634341968,428.1289966238431,0,0,1,0,0,0,0,4,0
2229,0.894833,0,1,0,0,0,0,0,0,22.031422544130102,-28.866192902805878,1.09265,1.41272,2.66197,1.54083,6.44374,51.833281677539745,59.51466495229592,193.37693342979279,194.6152768811511,372.66118129388843,0,0,1,0,0,0,1,3,0
2230,2.66197,0,1,0,0,0,0,0,0,22.03229688680823,-28.86463146501126,0.894833,1.41272,1.09265,6.44374,1.54083,193.37693342979279,202.8939011302409,205.52246632171665,344.9325479712805,386.1282100448631,0,0,1,0,0,0,1,3,0
2231,4.02389,0,1,0,0,0,0,0,0,22.040308350683382,-28.861836783753255,7.40798,15.7143,12.6714,3.9535,2.05937,227.69441066692914,233.31260663677142,279.37788792189593,428.8946457734469,453.8068313107307,0,0,0,1,2,0,2,0,0
2232,0.934607,0,1,0,0,0,0,0,0,22.047627381228455,-28.848150271288176,1.2103,6.3402,0.980884,0.824654,1.99637,96.98564206267682,223.56694262494344,258.7281065350315,418.3005656136591,419.0061950014814,0,0,0,0,2,0,0,3,0
2233,1.2103,0,1,0,0,0,0,0,0,22.047027243873035,-28.847454258496732,0.934607,6.3402,0.980884,1.19993,1.99637,96.98564206267682,193.35754396279407,282.0631870877211,411.65041018969777,416.6440706467289,0,0,0,1,1,0,0,3,0
2235,1.08688,0,0,0,0,1,0,0,0,21.768760098775626,-28.540426019397742,1.07129,2.15959,0.375942,4.88509,0.740203,96.93763271327096,204.3174580447912,310.71786419293124,331.6779546857016,362.1987657709556,0,0,0,1,0,0,0,4,0
2236,1.07129,0,0,0,0,1,0,0,0,21.76922302417979,-28.541197136794626,1.08688,2.15959,4.88509,0.740203,1.95344,96.93763271327096,141.4084765817545,235.03454807945096,284.5191715763472,354.49086882429117,0,0,0,1,0,0,0,4,0
2238,2.15959,0,0,0,0,1,0,0,0,21.77067043512329,-28.541174343517678,1.07129,0.740203,4.88509,1.08688,1.95344,141.4084765817545,160.676694684613,199.82195670247393,204.3174580447912,215.77865992057792,0,0,0,2,0,0,0,3,0
2240,1.95344,0,0,0,0,1,0,0,0,21.77279976269923,-28.540657910066457,1.32463,2.69741,0.740203,1.80288,2.15959,67.28937306854303,143.6029991097533,177.15860157734676,202.42514211293852,215.77865992057792,0,0,0,2,0,0,0,3,0
2241,1.32463,0,0,0,0,1,0,0,0,21.77348847587496,-28.540645441215442,1.95344,2.69741,1.80288,0.740203,2.33637,67.28937306854303,76.73603163011907,215.5315005602636,217.65649534115488,245.84314325403372,0,0,0,3,0,0,0,2,0
2242,2.69741,0,0,0,0,1,0,0,0,21.774267112309253,-28.540736909817323,1.32463,1.95344,2.33637,1.80288,0.740203,76.73603163011907,143.6029991097533,208.97344450186824,242.63114665071237,269.700788916946,0,0,0,2,0,0,0,3,0
2243,2.33637,0,0,0,0,1,0,0,0,21.77471976841535,-28.542573703178,1.80288,2.69741,2.11895,1.32463,0.740203,190.73328306680895,208.97344450186824,212.00939604892534,245.84314325403372,275.24202117515296,0,0,0,2,0,0,0,3,0
2245,1.80288,0,0,0,0,1,0,0,0,21.772770176794197,-28.54247817756173,0.740203,2.33637,1.95344,1.32463,4.88509,91.13358419092381,190.73328306680895,202.42514211293852,215.5315005602636,224.77940182915452,0,0,0,1,0,0,0,4,0
2246,0.740203,0,0,0,0,1,0,0,0,21.771960849493336,-28.54207044497018,1.80288,2.15959,4.88509,1.95344,1.32463,91.13358419092381,160.676694684613,171.12244805848354,177.15860157734676,217.65649534115488,0,0,0,1,0,0,0,4,0
2248,4.88509,0,0,0,0,1,0,0,0,21.77053746332695,-28.542967584949693,0.740203,2.15959,4.09962,1.80288,1.07129,171.12244805848354,199.82195670247393,205.7565501745748,224.77940182915452,235.03454807945096,0,0,0,2,0,0,0,3,0
2253,2.11895,0,0,0,0,1,0,0,0,21.774691377331944,-28.54448018630749,2.23412,2.33637,1.80288,2.7302,0.657069,184.1197597964199,212.00939604892534,291.1593929946911,326.037448083111,352.01438822668894,0,0,0,2,1,0,0,2,0
2255,4.09962,0,0,0,0,1,0,0,0,21.770691119396975,-28.544813068352465,0.183631,2.19873,0.657069,4.88509,2.30242,99.74858579139689,115.11130959343488,133.2500357462441,205.7565501745748,289.0600859280318,0,0,0,1,2,0,0,2,0
2256,2.19873,0,0,0,0,1,0,0,0,21.77009557439345,-28.545706374495758,0.183631,4.09962,0.657069,2.47798,2.30242,97.2782963771344,115.11130959343488,130.71008179415264,247.17204753789272,255.2566899044037,0,0,0,1,2,0,0,2,0
2259,2.30242,0,0,0,0,1,0,0,0,21.77222622474995,-28.547035542520593,0.970416,2.7302,0.657069,0.770319,4.07542,143.5027971171298,154.91776844539643,155.8850023217812,174.82950527001123,183.32699234342883,0,0,0,1,2,0,0,2,0
2260,2.7302,0,0,0,0,1,0,0,0,21.773783055342157,-28.547301659634265,2.23412,2.30242,4.07542,0.970416,0.657069,142.5858647267546,154.91776844539643,157.54766552629636,237.53667168941655,282.87897675454275,0,0,0,0,2,0,0,3,0
2261,2.23412,0,0,0,0,1,0,0,0,21.774077217920734,-28.546045659559024,2.7302,2.11895,2.30242,0.657069,0.183631,142.5858647267546,184.1197597964199,211.6689717508752,260.03273756103476,295.39895606277753,0,0,0,1,1,0,0,3,0
2263,0.657069,0,0,0,0,1,0,0,0,21.7714272682072,-28.54582195996535,0.183631,2.19873,4.09962,2.30242,2.23412,38.81518792405514,130.71008179415264,133.2500357462441,155.8850023217812,260.03273756103476,0,0,0,1,1,0,0,3,0
2264,0.183631,0,0,0,0,1,0,0,0,21.771088563019386,-28.545639400898196,0.657069,2.19873,4.09962,2.30242,2.47798,38.81518792405514,97.2782963771344,99.74858579139689,190.9164184707724,276.1882548186929,0,0,0,0,3,0,0,2,0
2266,19.3421,0,0,0,1,0,0,0,0,21.78027860769998,-28.544795655385364,2.086,0.807909,2.63127,1.62305,0.923743,282.19745278278367,323.0983640523976,351.0389998157335,421.51325759119186,481.6856858400954,0,0,0,0,1,2,1,0,1
2267,2.086,0,0,0,1,0,0,0,0,21.780113795986946,-28.542261925774117,19.3421,2.33637,2.11895,0.807909,2.69741,282.19745278278367,528.0316721399296,584.2785491912275,590.7495591074676,595.7562795306756,0,0,0,3,0,1,0,1,0
2268,1.71915,0,0,0,0,0,1,0,0,21.636895907406018,-28.426255315083562,1.02793,0.898173,1.2794,1.98455,4.63408,114.9577085595712,141.87552235578187,202.8876154887014,248.14922870118636,269.1593172136167,0,0,0,3,1,0,0,1,0
2271,0.5385,0,0,0,0,0,1,0,0,21.6337818659932,-28.428483188692958,0.266604,0.227493,0.209891,0.124031,2.31988,118.78306606189342,143.02581596991152,146.66151644284383,194.6566739735368,212.05955298104766,0,0,0,4,0,0,0,1,0
2274,1.2794,0,0,0,0,0,1,0,0,21.63489967363127,-28.42575807946011,1.02793,2.31988,1.64774,1.71915,4.69117,185.14028576058013,185.50218755142217,194.9736209999681,202.8876154887014,244.75813032385355,0,0,0,5,0,0,0,0,0
2276,2.31988,0,0,0,0,0,1,0,0,21.633280808925537,-28.426627694951065,0.209891,4.69117,1.2794,0.5385,1.64774,101.62082007575867,176.3286884663608,185.50218755142217,212.05955298104766,246.1744401285209,0,0,0,5,0,0,0,0,0
2277,0.209891,0,0,0,0,0,1,0,0,21.63284129105716,-28.427455831145874,2.31988,0.5385,4.69117,0.266604,1.2794,101.62082007575867,146.66151644284383,252.4148371904009,263.03516584958635,275.9601574123303,0,0,0,4,0,0,0,1,0
2278,1.02793,0,0,0,0,0,1,0,0,21.636119396469834,-28.42703151871023,1.71915,1.98455,1.2794,0.898173,0.227493,114.9577085595712,146.53699162280137,185.14028576058013,206.56062186819221,230.63840450789297,0,0,0,3,1,0,0,1,0
2281,0.898173,0,0,0,0,0,1,0,0,21.63821367633485,-28.426789125824325,1.71915,2.1546,1.02793,7.11885,4.24901,141.87552235578187,178.45048338545828,206.56062186819221,211.28180626717358,242.11762069846628,0,0,0,2,1,0,0,2,0
2283,4.63408,0,0,0,0,0,1,0,0,21.63671529562556,-28.42383992411421,4.37164,1.71915,1.2794,1.64774,0.898173,253.18590768903215,269.1593172136167,277.5173111037576,312.02241564947207,359.1822015918093,1,0,0,3,0,0,0,1,0
2285,4.37164,0,0,0,0,0,1,0,0,21.6342329693579,-28.423192896189473,1.64774,2.89192,4.63408,4.69117,1.2794,151.12259237617866,240.07753517158736,253.18590768903215,282.41979464241564,292.5916048590095,0,0,0,4,0,0,0,1,0
2286,1.64774,0,0,0,0,0,1,0,0,21.633596209154504,-28.42443123954616,4.69117,4.37164,1.2794,2.89192,3.93284,139.54704109921067,151.12259237617866,194.9736209999681,242.91629543606368,243.35357707322584,1,0,0,2,0,0,0,2,0
2287,4.69117,0,0,0,0,0,1,0,0,21.632475973670424,-28.425208659396283,1.64774,2.31988,3.93284,1.2794,0.209891,139.54704109921067,176.3286884663608,186.13393753620946,244.75813032385355,252.4148371904009,0,0,0,4,0,0,0,1,0
2288,2.89192,0,0,0,0,0,1,0,0,21.631796928610548,-28.42292507126073,3.93284,0.740936,5.77966,4.37164,1.64774,135.24175468033462,198.398692155344,232.05414555171714,240.07753517158736,242.91629543606368,1,0,0,1,0,0,0,3,0
2289,3.93284,0,0,0,0,0,1,0,0,21.631155840591568,-28.424002756517226,2.89192,4.69117,5.77966,1.64774,4.36044,135.24175468033462,186.13393753620946,221.59230610459082,243.35357707322584,268.8120916156977,0,0,0,2,0,0,0,3,0
