,Field_Id,Area,Subregion,Crop_Id_Ne,geometry
1170,1698,2.51941,4,8,"POLYGON ((2422357.720452973 -3303338.678318803, 2422526.449259819 -3303282.558092104, 2422579.160456955 -3303406.803194575, 2422413.080453959 -3303475.228535926, 2422357.720452973 -3303338.678318803))"
1171,1699,1.14624,4,8,"POLYGON ((2422353.217486378 -3303349.182131218, 2422393.479305286 -3303446.117711129, 2422435.065526129 -3303546.655369354, 2422442.217296594 -3303543.654234073, 2422481.94935473 -3303646.41349663, 2422389.241219081 -3303618.802868059, 2422382.61920939 -3303616.401946577, 2422381.294807449 -3303618.502752839, 2422371.229352739 -3303609.499299773, 2422363.282941107 -3303592.092641335, 2422364.077582275 -3303577.987262655, 2422365.401984209 -3303573.785663429, 2422369.375190013 -3303556.679166155, 2422369.904950805 -3303541.073258282, 2422387.122175985 -3303451.339648142, 2422382.884089779 -3303437.654576242, 2422384.473372109 -3303435.553798928, 2422353.217486378 -3303349.182131218))"
1172,1703,2.59372,4,8,"POLYGON ((2422524.255167285 -3303717.996322556, 2422857.179837236 -3303580.999321065, 2422886.006727213 -3303644.124613333, 2422531.014031845 -3303791.002103688, 2422524.255167285 -3303717.996322556))"
1173,1704,4.77374,4,8,"POLYGON ((2422882.192449621 -3303649.706768242, 2422934.638766361 -3303771.254278422, 2422929.553062917 -3303778.997343134, 2422649.362588995 -3303899.82575902, 2422612.014454351 -3303812.13050891, 2422598.505554585 -3303823.114892108, 2422527.941419344 -3303852.286577384, 2422526.03428056 -3303845.263758336, 2422532.550338098 -3303840.76195323, 2422530.007486363 -3303795.38384402, 2422882.192449621 -3303649.706768242))"
1174,1707,0.0684861,4,8,"POLYGON ((2422552.575295384 -3303942.251022608, 2422607.24660738 -3303921.362505573, 2422612.491239041 -3303930.186099229, 2422556.230644734 -3303954.496030831, 2422552.575295384 -3303942.251022608))"
1175,1708,2.04477,4,8,"POLYGON ((2422616.46444487 -3303929.465805652, 2422690.207144753 -3304080.512235163, 2422684.644656613 -3304083.753593911, 2422710.391030274 -3304135.79551899, 2422643.800100855 -3304165.32805271, 2422612.650167277 -3304156.360239699, 2422553.369936545 -3304034.989236912, 2422570.375257432 -3304020.043033802, 2422556.866357659 -3303992.851792271, 2422560.203850537 -3303963.319646773, 2422613.603736681 -3303939.729992928, 2422614.239449607 -3303931.086466256, 2422616.46444487 -3303929.465805652))"
1176,1709,0.860865,4,5,"POLYGON ((2422476.05135144 -3304070.067862422, 2422547.569056067 -3304032.972398871, 2422551.701190107 -3304037.294195061, 2422603.193937448 -3304145.1594859, 2422602.717152753 -3304145.879791312, 2422566.799372202 -3304135.255290331, 2422562.82616638 -3304130.39323342, 2422519.915543603 -3304148.400860598, 2422509.585208497 -3304148.400860598, 2422504.340576811 -3304144.799333196, 2422475.256710259 -3304079.791933333, 2422476.05135144 -3304070.067862422))"
1177,1712,7.51898,4,4,"POLYGON ((2422620.682223557 -3303917.815062446, 2422936.55208569 -3303779.234437059, 2422988.203761262 -3303939.9490824, 2422991.514766114 -3303948.202455322, 2422983.568354482 -3303970.711680613, 2422973.966440436 -3304010.47807299, 2422725.309976649 -3304126.776704618, 2422702.464043207 -3304094.137952327, 2422659.420980244 -3304002.224660889, 2422617.371218712 -3303921.191435957, 2422620.682223557 -3303917.815062446))"
1178,1713,2.61348,4,8,"POLYGON ((2422731.600885841 -3304128.727529161, 2422970.324335105 -3304017.305899645, 2422939.863090536 -3304128.727529161, 2422918.672659533 -3304165.8682826, 2422904.76643918 -3304182.750478008, 2422860.398974283 -3304222.89267433, 2422822.984619537 -3304260.033694329, 2422731.600885841 -3304128.727529161))"
1179,1714,1.20914,2,4,"POLYGON ((2423755.509267871 -3303933.076277628, 2423848.879604477 -3303908.691355259, 2423851.197307867 -3303916.194403466, 2423847.886303016 -3303968.715861074, 2423847.224102058 -3303983.346875991, 2423854.177212234 -3304059.878604514, 2423781.997306637 -3304072.633935999, 2423755.509267871 -3303933.076277628))"
1180,1716,1.76126,2,4,"POLYGON ((2423627.704480886 -3303699.658156884, 2423690.613572923 -3303683.902020616, 2423750.211660127 -3303885.732054382, 2423737.960942212 -3303925.498189209, 2423684.653764201 -3303947.257068707, 2423627.704480886 -3303699.658156884))"
1181,1717,1.85233,2,7,"POLYGON ((2423717.432712168 -3303709.411965019, 2423794.910225528 -3303682.02629137, 2423807.8231444 -3303727.794161583, 2423807.492043922 -3303735.6722537, 2423840.602092366 -3303841.46423472, 2423850.204006431 -3303890.609026701, 2423849.872905933 -3303895.486000827, 2423771.402091129 -3303923.247272693, 2423717.432712168 -3303709.411965019))"
1182,1718,2.8153,2,7,"POLYGON ((2423653.199218195 -3303505.633911017, 2423681.011658877 -3303500.757081779, 2423635.319792039 -3303357.454139496, 2423700.877687945 -3303339.822733758, 2423720.743717013 -3303437.35846665, 2423743.25854995 -3303500.757081779, 2423781.004005175 -3303577.285995636, 2423793.916924072 -3303628.680663787, 2423791.599220682 -3303646.687602438, 2423785.97051244 -3303654.940790914, 2423789.943718244 -3303673.322911168, 2423711.141802968 -3303704.835177226, 2423711.804003925 -3303704.084884284, 2423691.937974876 -3303637.684130018, 2423653.199218195 -3303505.633911017))"
1183,1719,0.310907,2,7,"POLYGON ((2423608.831753273 -3303374.03518522, 2423629.02888282 -3303368.783268014, 2423663.794433697 -3303472.32145202, 2423667.436539021 -3303485.451352564, 2423662.470031762 -3303492.203877968, 2423655.848022065 -3303495.205001478, 2423647.239409475 -3303496.705563488, 2423643.59730415 -3303492.57901836, 2423610.818356184 -3303389.040674517, 2423608.831753273 -3303374.03518522))"
1184,1722,0.837699,2,4,"POLYGON ((2423466.29851308 -3302873.248700396, 2423502.32224579 -3302980.984383063, 2423501.792484998 -3302994.488918194, 2423455.438417184 -3303022.998537993, 2423405.111143565 -3302880.75115661, 2423429.480139209 -3302873.248700396, 2423451.200330984 -3302867.246738513, 2423466.29851308 -3302873.248700396))"
1185,1723,1.17327,2,4,"POLYGON ((2423397.694492705 -3302881.651451638, 2423450.935450588 -3303024.979208629, 2423391.072483008 -3303061.891761311, 2423387.62903797 -3303056.910061141, 2423359.286836523 -3302985.185792499, 2423338.361285891 -3302931.467873121, 2423332.269036985 -3302904.458946447, 2423335.447601626 -3302900.257562842, 2423391.867124176 -3302879.550763328, 2423397.694492705 -3302881.651451638))"
1186,1726,0.647511,2,4,"POLYGON ((2423327.660118236 -3302606.14004558, 2423356.002319702 -3302598.93783822, 2423372.68978411 -3302597.437378855, 2423387.25820544 -3302598.037562572, 2423394.409975905 -3302604.039401353, 2423410.30279915 -3302655.65532816, 2423414.805765745 -3302673.060744582, 2423411.89208148 -3302677.562149145, 2423391.231411244 -3302685.364587374, 2423381.165956515 -3302688.665620327, 2423371.895142967 -3302696.167971022, 2423370.305860637 -3302699.769100882, 2423356.267200098 -3302704.570608916, 2423349.645190401 -3302701.869760429, 2423346.466625759 -3302694.967594618, 2423328.984520189 -3302622.044934158, 2423328.984520189 -3302621.144656932, 2423329.514280956 -3302616.643271734, 2423327.660118236 -3302606.14004558))"
1187,1727,4.96455,2,5,"POLYGON ((2423117.609970937 -3302691.666560094, 2423212.172269274 -3302665.108266982, 2423217.337436826 -3302671.410229964, 2423353.221075648 -3303086.44616891, 2423259.056097873 -3303143.615922141, 2423179.989302202 -3302917.639295726, 2423117.609970937 -3302691.666560094))"
1188,1728,1.72284,2,7,"POLYGON ((2423353.221075648 -3303086.44616891, 2423219.324039738 -3302662.857566641, 2423243.560595197 -3302656.555607761, 2423248.72576275 -3302662.857566641, 2423262.631983096 -3302717.774765017, 2423278.12748578 -3302728.128033085, 2423289.649782635 -3302725.427179757, 2423331.368443663 -3302831.661162867, 2423342.096099356 -3302862.721261057, 2423342.890740518 -3302882.527738873, 2423321.435429138 -3302900.983801911, 2423386.596004464 -3303067.089537236, 2423353.221075648 -3303086.44616891))"
1189,1730,0.792479,2,7,"POLYGON ((2423143.303368516 -3302329.488094987, 2423150.19025859 -3302323.486381745, 2423160.785474091 -3302331.288609502, 2423169.26164649 -3302354.695320577, 2423176.678297356 -3302385.904333609, 2423186.743752066 -3302398.507994528, 2423201.047293 -3302408.710966973, 2423214.29131237 -3302438.119579038, 2423260.910260581 -3302575.560700733, 2423233.892461042 -3302589.364910384, 2423225.946049436 -3302586.363994013, 2423143.303368516 -3302329.488094987))"
1190,1731,2.11685,2,8,"POLYGON ((2423221.70796323 -3302226.018942817, 2423276.803083826 -3302214.61577989, 2423293.75542863 -3302295.038298299, 2423317.064902728 -3302288.436431213, 2423363.154090173 -3302492.495676088, 2423288.457820885 -3302515.902674631, 2423221.70796323 -3302226.018942817))"
1191,1733,0.95964,2,8,"POLYGON ((2423347.261266928 -3302373.900858278, 2423438.26004112 -3302348.677591206, 2423447.386053417 -3302394.306772876, 2423418.778971548 -3302482.532709885, 2423372.68978411 -3302487.934317132, 2423347.261266928 -3302373.900858278))"
1192,1734,2.92992,2,8,"POLYGON ((2423267.827893285 -3302019.438976147, 2423262.530285521 -3301995.057609044, 2423262.530285521 -3301927.165117708, 2423275.774304917 -3301920.038301978, 2423272.794400543 -3301894.906929964, 2423328.088181446 -3301875.026923514, 2423368.543523123 -3301984.017943246, 2423422.155313562 -3302140.299409109, 2423420.460079072 -3302150.142082908, 2423304.972230109 -3302175.348964099, 2423274.034200845 -3302044.753837213, 2423267.827893285 -3302019.438976147))"
1193,1736,0.316893,2,4,"POLYGON ((2423005.313047695 -3302064.156974033, 2423020.570158015 -3302060.075891213, 2423069.52005364 -3302236.763932255, 2423051.720091593 -3302242.525538853, 2423005.313047695 -3302064.156974033))"
1194,1737,4.67291,6,1,"POLYGON ((2404320.844653245 -3280028.323477961, 2404404.579965759 -3280029.679067396, 2404423.78379387 -3280036.419569436, 2404451.596234549 -3280058.887934461, 2404468.813459747 -3280094.088449888, 2404478.084273286 -3280126.293258984, 2404638.323256835 -3280289.521472447, 2404397.2957551 -3280251.368495263, 2404303.925418492 -3280238.636231389, 2404295.316805903 -3280231.146670163, 2404320.844653245 -3280028.323477961))"
1195,1738,4.31073,6,1,"POLYGON ((2404103.907615856 -3280014.393119395, 2404312.898241635 -3280029.222211273, 2404284.291159767 -3280252.559337045, 2404076.492495762 -3280195.039555045, 2404103.907615856 -3280014.393119395))"
1196,1741,3.69382,6,1,"POLYGON ((2404075.697854593 -3280216.609443916, 2404080.863022146 -3280207.621985942, 2404286.675083265 -3280261.996200203, 2404289.456327319 -3280271.433070124, 2404272.371542331 -3280410.290650299, 2404265.219771867 -3280421.525146228, 2404265.219771867 -3280397.708026217, 2404230.652881302 -3280396.80926781, 2404221.911828502 -3280421.525146228, 2404209.197569898 -3280418.379486397, 2404186.550296776 -3280407.594372699, 2404167.876229451 -3280399.056163937, 2404137.679865277 -3280397.258647006, 2404113.045989237 -3280399.505543207, 2404090.398716108 -3280403.549957329, 2404073.313931101 -3280397.708026217, 2404063.380916577 -3280390.517960686, 2404054.639863776 -3280380.63162699, 2404075.697854593 -3280216.609443916))"
1197,1742,4.81916,6,1,"POLYGON ((2403844.457276273 -3280102.019813022, 2404074.505892844 -3280153.69736655, 2404045.898811001 -3280386.024171733, 2404037.555078788 -3280379.283491158, 2404019.675652631 -3280361.308359789, 2403992.260532511 -3280341.086366262, 2403968.023977059 -3280332.548200511, 2403948.555268572 -3280325.807547251, 2403917.961583811 -3280320.415027108, 2403893.725028352 -3280319.96565053, 2403874.653640453 -3280320.864403701, 2403862.336702429 -3280318.168144371, 2403847.635840914 -3280304.237479929, 2403831.743017675 -3280288.95870358, 2403817.439476741 -3280282.667447856, 2403844.457276273 -3280102.019813022))"
1198,1743,1.10699,6,1,"POLYGON ((2403686.323684928 -3280043.15258549, 2403843.662635111 -3280071.013378014, 2403831.345697088 -3280139.317505258, 2403667.649617591 -3280106.962874612, 2403686.323684928 -3280043.15258549))"
1199,1744,1.70687,6,1,"POLYGON ((2403666.457655861 -3280113.70341611, 2403823.812498877 -3280141.390600957, 2403832.712479888 -3280146.423551416, 2403817.667273888 -3280253.31428585, 2403652.064055582 -3280201.786133165, 2403666.457655861 -3280113.70341611))"
1200,1745,4.04891,6,8,"POLYGON ((2404091.490023297 -3280010.750258151, 2404070.765781768 -3280150.30611451, 2403846.465069617 -3280098.394902356, 2403853.627435279 -3280068.269237119, 2403770.984754384 -3280048.497059833, 2403787.937099188 -3279945.442554631, 2404091.490023297 -3280010.750258151))"
1201,1746,0.672078,6,1,"POLYGON ((2403706.502272832 -3279953.063767223, 2403766.895001204 -3279961.931221389, 2403774.523556365 -3279971.517665037, 2403763.504532231 -3280046.052501787, 2403754.816455533 -3280049.887102851, 2403689.973736661 -3280037.424653494, 2403686.371363387 -3280029.27613527, 2403698.026100433 -3279959.53461158, 2403706.502272832 -3279953.063767223))"
1202,1747,1.22395,6,1,"POLYGON ((2403559.864490292 -3279936.527179423, 2403682.133277188 -3279943.716997663, 2403690.821353906 -3279952.105123895, 2403678.318999602 -3280037.903978251, 2403668.147592733 -3280038.383303028, 2403557.321638582 -3280020.648297935, 2403545.878805836 -3280017.05336738, 2403550.116892035 -3279948.270551233, 2403553.931169622 -3279939.882427455, 2403559.864490292 -3279936.527179423))"
1203,1749,0.801195,6,1,"POLYGON ((2403543.33595412 -3280088.712501266, 2403658.61189877 -3280110.042552694, 2403647.592874656 -3280180.983196425, 2403541.005006704 -3280159.653030361, 2403543.33595412 -3280088.712501266))"
1204,1750,0.636246,6,1,"POLYGON ((2403541.428815336 -3280164.925652478, 2403563.678767884 -3280167.561964316, 2403643.778597063 -3280183.859176508, 2403647.592874656 -3280187.214487408, 2403640.388128109 -3280240.42024551, 2403630.216721239 -3280242.337574125, 2403577.876356659 -3280236.345923111, 2403557.109734263 -3280227.957616276, 2403544.607379978 -3280220.527977516, 2403541.005006704 -3280209.982690978, 2403541.428815336 -3280164.925652478))"
1205,1751,0.475914,6,1,"POLYGON ((2403653.123577146 -3280209.934757865, 2403692.304684057 -3280218.850317734, 2403817.985130341 -3280258.826611758, 2403810.992288114 -3280285.142008088, 2403756.109071817 -3280265.968672243, 2403729.832937371 -3280259.737344095, 2403725.806755484 -3280255.183683066, 2403653.971194385 -3280244.398702707, 2403649.733108185 -3280240.803711214, 2403653.123577146 -3280209.934757865))"
1206,1755,1.77667,6,5,"POLYGON ((2403116.21632923 -3279943.896743172, 2403137.936521006 -3279980.44504693, 2403143.499009139 -3279989.132773361, 2403150.915659986 -3280007.706552499, 2403157.007908912 -3280037.66431586, 2403158.597191223 -3280058.634790666, 2403152.24006194 -3280088.293090486, 2403138.466281778 -3280116.153978287, 2403132.109152476 -3280121.546414976, 2403109.859199929 -3280130.533814351, 2403090.787812029 -3280136.824997551, 2403056.353361649 -3280142.51702304, 2403046.817667687 -3280139.221639563, 2403036.487332582 -3280132.930455216, 2403021.389150485 -3280129.335494081, 2403005.231446844 -3280129.335494081, 2403000.198719476 -3280126.040113896, 2403000.728480268 -3280120.348095514, 2403110.388960701 -3279942.698439836, 2403116.21632923 -3279943.896743172))"
1207,1756,0.0435493,6,4,"POLYGON ((2403326.26647653 -3280238.682666695, 2403331.564084286 -3280257.256796972, 2403332.888486221 -3280269.839287178, 2403330.239682352 -3280273.733869908, 2403327.590878483 -3280266.543871916, 2403323.352792284 -3280264.147206781, 2403316.995662982 -3280268.041787837, 2403311.433174823 -3280271.337203472, 2403309.579012122 -3280263.54804057, 2403310.903414057 -3280256.657631075, 2403326.26647653 -3280238.682666695))"
1208,1757,0.501637,6,4,"POLYGON ((2403329.974801957 -3280235.986424145, 2403337.921213589 -3280229.395611353, 2403342.68906056 -3280226.100206191, 2403353.814036834 -3280224.003130597, 2403418.709731783 -3280226.100206191, 2403444.40312938 -3280228.496864405, 2403512.212508593 -3280235.68684167, 2403523.602365244 -3280235.087676745, 2403528.635092605 -3280238.083501633, 2403526.780929904 -3280255.159716437, 2403522.277963303 -3280263.54804057, 2403517.774996727 -3280264.746373025, 2403465.593560383 -3280257.556379929, 2403413.941884811 -3280252.763053375, 2403373.415185526 -3280248.269311308, 2403348.781309485 -3280247.969728563, 2403342.68906056 -3280248.269311308, 2403334.742648928 -3280245.872649512, 2403329.974801957 -3280235.986424145))"
1209,1758,0.25665,6,1,"POLYGON ((2403151.975181544 -3280259.653460849, 2403166.543602849 -3280256.358048123, 2403167.603124413 -3280255.159716437, 2403171.04656945 -3280249.467642384, 2403180.052502621 -3280241.678492385, 2403190.647718123 -3280238.083501633, 2403207.864943321 -3280241.978074993, 2403248.656522996 -3280274.632619927, 2403245.21307794 -3280281.223455308, 2403150.385899214 -3280274.632619927, 2403151.975181544 -3280259.653460849))"
1210,1759,1.41371,6,1,"POLYGON ((2403150.121018837 -3280282.721372893, 2403251.305326865 -3280291.109714549, 2403262.960063912 -3280295.603471199, 2403272.760638244 -3280306.388493397, 2403294.745710415 -3280356.419128285, 2403295.275471207 -3280370.799226098, 2403291.832026151 -3280387.875612596, 2403284.680255705 -3280404.352848583, 2403263.754705074 -3280401.656572199, 2403169.45728712 -3280374.094667388, 2403144.293650307 -3280370.200055039, 2403137.406760214 -3280369.600884014, 2403137.141879844 -3280355.220787514, 2403150.121018837 -3280282.721372893))"
1211,1763,0.955121,6,5,"POLYGON ((2403019.879332283 -3280173.613500328, 2403154.173688755 -3280177.208473521, 2403161.590339615 -3280202.672895019, 2403161.855219992 -3280238.323167658, 2403160.001057285 -3280247.310646541, 2403052.724500326 -3280242.217741088, 2403042.659045615 -3280244.015236903, 2403029.415026226 -3280246.112315669, 2403025.706700812 -3280240.719828083, 2403022.528136152 -3280226.339871997, 2403019.879332283 -3280173.613500328))"
1212,1764,0.440931,6,3,"POLYGON ((2402926.694411945 -3280273.250042839, 2402999.271638129 -3280259.589050503, 2403013.469226904 -3280257.551886188, 2403000.437111828 -3280316.03061028, 2402997.258547186 -3280322.38179879, 2402969.287178269 -3280312.076098232, 2402956.678871824 -3280312.076098232, 2402950.639598975 -3280314.352938364, 2402900.73613397 -3280306.324082821, 2402926.694411945 -3280273.250042839))"
1213,1765,0.360251,6,3,"POLYGON ((2402901.191728245 -3280308.600921954, 2402944.632111796 -3280316.390111445, 2402937.003556617 -3280346.348575367, 2402945.479729041 -3280349.943595612, 2402948.234485069 -3280353.658450893, 2402946.327346267 -3280356.055132268, 2402928.315479918 -3280358.691482285, 2402907.019096756 -3280363.005510733, 2402900.767919614 -3280362.406340027, 2402889.219134708 -3280364.922857149, 2402884.981048509 -3280368.87738503, 2402883.285814044 -3280373.071582574, 2402858.704914081 -3280387.45169852, 2402851.712071853 -3280383.736833729, 2402883.073909725 -3280329.931328709, 2402896.529833415 -3280308.361254661, 2402901.191728245 -3280308.600921954))"
1214,1766,0.435555,6,5,"POLYGON ((2403014.348629793 -3280174.268084951, 2403018.798620292 -3280250.002397654, 2402930.434523021 -3280267.498044339, 2402928.527384237 -3280252.638726498, 2403005.660553075 -3280176.18540396, 2403014.348629793 -3280174.268084951))"
1215,1767,10.1192,6,5,"POLYGON ((2402855.049564731 -3279794.539556627, 2402860.347172469 -3279789.297039685, 2402866.969182167 -3279787.424712704, 2402879.55100056 -3279793.416159962, 2402917.958656762 -3279804.275665041, 2402956.035212465 -3279818.505374873, 2403004.044782713 -3279829.364900588, 2403031.526122915 -3279834.607433442, 2403038.479233092 -3279842.471236636, 2403108.672535778 -3279939.084058092, 2402994.111768169 -3280126.619801172, 2402878.888799602 -3280263.828150763, 2402874.915593799 -3280260.457841261, 2402836.176837119 -3280229.750616415, 2402809.357697874 -3280211.026733882, 2402781.545257193 -3280195.29869308, 2402754.395017469 -3280178.821718062, 2402733.866787424 -3280167.587428703, 2402855.049564731 -3279794.539556627))"
1216,1769,1.5269,6,8,"POLYGON ((2402423.276874358 -3280027.269463574, 2402737.425013969 -3280130.324607598, 2402723.121473054 -3280171.06756087, 2402545.651613389 -3280106.957382307, 2402532.937354785 -3280120.738048627, 2402405.265007991 -3280078.197777215, 2402423.276874358 -3280027.269463574))"
1217,1770,8.92821,6,8,"POLYGON ((2402438.110176059 -3280020.079599824, 2402456.651803192 -3279956.209815461, 2402459.830367834 -3279949.619142342, 2402458.770846295 -3279950.21829432, 2402509.627880679 -3279903.484522751, 2402533.996876349 -3279910.674322987, 2402584.324149986 -3279823.198686048, 2402592.800322365 -3279799.832004401, 2402581.145585326 -3279787.249962202, 2402596.508647799 -3279738.12019792, 2402675.443003286 -3279753.697908273, 2402841.787886658 -3279802.588072405, 2402734.246449328 -3280119.539729244, 2402438.110176059 -3280020.079599824))"
1218,1771,3.24806,6,8,"POLYGON ((2402196.00950186 -3279830.388442565, 2402285.009312056 -3279875.324509505, 2402315.735437022 -3279900.488773807, 2402384.60433778 -3279960.403881879, 2402386.19362011 -3280022.715882743, 2402377.717447705 -3280051.475366962, 2402350.699648173 -3280103.002932898, 2402331.098499495 -3280073.045021255, 2402306.199743066 -3280045.483802586, 2402264.348641845 -3280027.509125763, 2402276.003378886 -3280005.939545883, 2402254.28318711 -3279998.749693757, 2402246.86653627 -3280010.133628101, 2402143.033424354 -3279964.597949623, 2402196.00950186 -3279830.388442565))"
1219,1772,0.934683,6,4,"POLYGON ((2402122.968734992 -3279781.083767316, 2402195.810841572 -3279817.78140681, 2402149.456773739 -3279933.491978851, 2402145.814668408 -3279933.117509352, 2402127.935242251 -3279926.002590742, 2402114.691222881 -3279913.270640703, 2402104.427107858 -3279896.419549239, 2402089.196485571 -3279877.32167158, 2402122.968734992 -3279781.083767316))"
1220,1775,6.96907,6,8,"POLYGON ((2401879.662855018 -3279492.853568775, 2402064.814245901 -3279553.066393812, 2402067.595489981 -3279547.674189325, 2402183.215779128 -3279585.869018537, 2402098.189174742 -3279791.22428853, 2401792.649647714 -3279691.916417734, 2401879.662855018 -3279492.853568775))"
1221,1776,0.702482,6,8,"POLYGON ((2401986.939411978 -3279765.251388645, 2402107.724868678 -3279809.288515454, 2402083.090992639 -3279861.863644955, 2401969.457306403 -3279816.478264395, 2401986.939411978 -3279765.251388645))"
1222,1777,0.513473,6,8,"POLYGON ((2401967.07338291 -3279823.218657585, 2402081.501710327 -3279868.154700121, 2402063.622284152 -3279906.799819035, 2401953.961803725 -3279864.110450026, 2401967.07338291 -3279823.218657585))"
1223,1778,0.440184,6,4,"POLYGON ((2401944.028789201 -3279864.110450026, 2402061.238360679 -3279910.844082208, 2402049.716063824 -3279939.153959092, 2402000.845632306 -3279921.628790053, 2401972.635871044 -3279916.685797868, 2401930.519889428 -3279901.856832403, 2401944.028789201 -3279864.110450026))"
1224,1779,1.36026,6,8,"POLYGON ((2401754.506871908 -3279751.770664894, 2401952.372521395 -3279815.579545564, 2401923.765439545 -3279897.812571987, 2401832.779026438 -3279866.357255483, 2401809.337112128 -3279854.673871297, 2401816.886203173 -3279831.756493889, 2401800.198738765 -3279807.491078839, 2401781.127350859 -3279798.054540576, 2401777.551465618 -3279789.516726067, 2401743.779216222 -3279778.282768009, 2401754.506871908 -3279751.770664894))"
1225,1780,1.16607,6,5,"POLYGON ((2401743.646776011 -3279688.111877667, 2401970.649268133 -3279759.709311663, 2401975.94687589 -3279765.700746331, 2401960.848693793 -3279812.43403014, 2401793.709169278 -3279759.409739996, 2401785.232996854 -3279748.325593263, 2401764.307446248 -3279742.933309033, 2401760.86400121 -3279727.056040467, 2401766.69136974 -3279716.870632943, 2401737.289646728 -3279702.191677111, 2401743.646776011 -3279688.111877667))"
1226,1781,0.433894,6,4,"POLYGON ((2401743.779216222 -3279778.282768009, 2401777.551465618 -3279789.516726067, 2401781.127350859 -3279798.054540576, 2401796.467833363 -3279805.645023281, 2401816.886203173 -3279831.756493889, 2401807.482949421 -3279858.268757639, 2401720.390278008 -3279830.408414113, 2401743.779216222 -3279778.282768009))"
1227,1782,0.274236,6,8,"POLYGON ((2401720.920038774 -3279729.752179066, 2401748.202718689 -3279741.735023947, 2401712.708746771 -3279825.315669502, 2401684.631425694 -3279813.632321635, 2401720.920038774 -3279729.752179066))"
1228,1783,0.624283,6,5,"POLYGON ((2401791.907982633 -3279675.529941939, 2401786.080614123 -3279692.605429053, 2401774.160996668 -3279694.103279851, 2401748.202718694 -3279685.116177596, 2401748.202718694 -3279678.525639825, 2401500.64452941 -3279562.393825576, 2401509.322880097 -3279546.730460919, 2401791.907982633 -3279675.529941939))"
1229,1785,0.831431,6,8,"POLYGON ((2401541.018929967 -3279700.008628822, 2401700.571531732 -3279762.26943932, 2401678.321579165 -3279813.076895772, 2401560.052486149 -3279767.661730851, 2401541.018929967 -3279700.008628822))"
1230,1786,0.530509,6,2,"POLYGON ((2401481.468168451 -3279759.46965433, 2401506.631805263 -3279771.752098113, 2401509.015728755 -3279795.118730056, 2401515.107977661 -3279846.046148083, 2401483.322331158 -3279866.716744389, 2401440.41170838 -3279851.738048176, 2401449.152761174 -3279822.978999106, 2401434.584339844 -3279808.599498058, 2401440.67658877 -3279799.911890434, 2401459.747976676 -3279806.202916063, 2401481.468168451 -3279759.46965433))"
1231,1787,0.895529,6,8,"POLYGON ((2401203.869630303 -3279553.679315094, 2401448.080535389 -3279649.458673324, 2401434.837062709 -3279685.681203842, 2401190.640437175 -3279579.873117484, 2401203.869630303 -3279553.679315094))"
1232,1788,2.12425,6,5,"POLYGON ((2401270.809347514 -3279380.64146902, 2401477.978511855 -3279540.979289699, 2401480.39352411 -3279554.31050754, 2401470.570163704 -3279585.164794736, 2401460.553891759 -3279588.363789305, 2401227.153010197 -3279487.004181743, 2401270.809347514 -3279380.64146902))"
1233,1789,1.51533,6,5,"POLYGON ((2401464.234337851 -3279593.359249305, 2401466.353380948 -3279600.249316748, 2401452.8444812 -3279645.184627343, 2401441.984385304 -3279644.285919633, 2401364.904192526 -3279612.531619791, 2401199.107120775 -3279547.064718537, 2401223.026393376 -3279497.495101918, 2401233.503022902 -3279497.587536246, 2401464.234337851 -3279593.359249305))"
1234,1791,7.29002,6,4,"POLYGON ((2401596.7902098 -3279323.821620084, 2401879.10528633 -3279484.500336453, 2401794.736801326 -3279671.065767836, 2401506.147873748 -3279538.898778588, 2401556.395950709 -3279365.760331195, 2401568.977769103 -3279340.297526419, 2401579.57298461 -3279329.063951675, 2401596.7902098 -3279323.821620084))"
1235,1792,12.0,1,8,"POLYGON ((2449333.740711782 -3340629.806351453, 2449624.936965799 -3340690.571695607, 2449551.472390311 -3341072.05452715, 2449547.896505089 -3341074.763321009, 2449492.271623707 -3341058.510566322, 2449406.847698733 -3341035.034400984, 2449276.52654807 -3341014.718522892, 2449243.151619236 -3341007.043643869, 2449271.361380517 -3340868.625721201, 2449313.080041546 -3340674.048550138, 2449324.602338401 -3340673.597098369, 2449327.38358248 -3340668.179678375, 2449333.740711782 -3340629.806351453))"
1236,1793,0.983664,1,8,"POLYGON ((2449514.084523617 -3340550.622220706, 2449538.321079075 -3340552.879458345, 2449557.789787563 -3340558.748278062, 2449539.910361406 -3340607.504728792, 2449475.147106642 -3340600.732988589, 2449436.607010275 -3340601.635887084, 2449345.223276561 -3340589.8982116, 2449356.745573415 -3340543.399062884, 2449512.495241305 -3340557.393934811, 2449514.084523617 -3340550.622220706))"
1237,1794,0.525949,1,8,"POLYGON ((2449591.403108741 -3340561.45696497, 2449703.447512667 -3340624.659819759, 2449693.91181871 -3340663.033131497, 2449573.921003172 -3340598.927191805, 2449591.403108741 -3340561.45696497))"
1238,1797,1.61875,3,4,"POLYGON ((2449454.791048878 -3341508.62908939, 2449565.047510186 -3341506.747919705, 2449584.913539254 -3341510.886493378, 2449592.528850388 -3341582.747391895, 2449580.278132468 -3341584.628572589, 2449535.248466593 -3341644.826498409, 2449445.520235312 -3341622.252243556, 2449454.791048878 -3341508.62908939))"
